0	323.85
1	323.85
2	323.85
3	323.85
4	323.882
5	323.883
6	323.883
7	323.883
8	323.928
9	323.929
10	323.929
11	323.929
12	323.979
13	323.979
14	323.979
15	323.98
16	324.031
17	324.031
18	324.031
19	324.032
20	324.083
21	324.084
22	324.084
23	324.084
24	324.136
25	324.136
26	324.136
27	324.137
28	324.189
29	324.189
30	324.189
31	324.189
32	324.242
33	324.242
34	324.242
35	324.243
36	324.297
37	324.297
38	324.297
39	324.298
40	324.353
41	324.354
42	324.354
43	324.354
44	324.412
45	324.413
46	324.413
47	324.413
48	324.475
49	324.475
50	324.475
51	324.476
52	324.542
53	324.542
54	324.542
55	324.543
56	324.615
57	324.616
58	324.616
59	324.616
60	324.697
61	324.698
62	324.698
63	324.698
64	324.79
65	324.791
66	324.791
67	324.792
68	324.9
69	324.901
70	324.901
71	324.902
72	325.028
73	325.029
74	325.029
75	325.03
76	325.17
77	325.171
78	325.171
79	325.172
80	325.315
81	325.317
82	325.317
83	325.318
84	325.454
85	325.455
86	325.455
87	325.456
88	325.581
89	325.582
90	325.582
91	325.583
92	325.704
93	325.705
94	325.705
95	325.707
96	325.84
97	325.841
98	325.841
99	325.842
100	326.017
101	326.019
102	326.019
103	326.021
104	326.297
105	326.299
106	326.299
107	326.304
108	326.812
109	326.817
110	326.817
111	326.826
112	327.86
113	327.869
114	327.869
115	327.876
116	328.727
117	328.734
118	328.734
119	328.737
120	329.021
121	329.023
122	329.023
123	329.022
124	328.873
125	328.872
126	328.872
127	328.865
128	328.121
129	328.115
130	328.115
131	328.114
132	328.031
133	328.03
134	328.03
135	328.034
136	328.476
137	328.48
138	328.48
139	328.49
140	329.663
141	329.673
142	329.673
143	329.696
144	332.295
145	332.318
146	332.318
147	332.367
148	338.075
149	338.124
150	338.124
151	338.155
152	341.713
153	341.744
154	341.744
155	341.757
156	343.27
157	343.283
158	343.283
159	343.287
160	343.756
161	343.76
162	343.76
163	343.758
164	343.517
165	343.515
166	343.515
167	343.505
168	342.458
169	342.448
170	342.448
171	342.427
172	339.98
173	339.959
174	339.959
175	339.913
176	334.56
177	334.514
178	334.514
179	334.473
180	329.816
181	329.775
182	329.775
183	329.756
184	327.526
185	327.506
186	327.506
187	327.496
188	326.368
189	326.358
190	326.358
191	326.353
192	325.737
193	325.732
194	325.732
195	325.729
196	325.36
197	325.357
198	325.357
199	325.355
200	325.111
201	325.109
202	325.109
203	325.108
204	324.932
205	324.93
206	324.93
207	324.929
208	324.793
209	324.792
210	324.792
211	324.791
212	324.679
213	324.678
214	324.678
215	324.677
216	324.581
217	324.58
218	324.58
219	324.579
220	324.495
221	324.494
222	324.494
223	324.493
224	324.416
225	324.416
226	324.416
227	324.415
228	324.344
229	324.343
230	324.343
231	324.343
232	324.276
233	324.275
234	324.275
235	324.275
236	324.211
237	324.21
238	324.21
239	324.21
240	324.149
241	324.149
242	324.149
243	324.148
244	324.091
245	324.09
246	324.09
247	324.09
248	324.04
249	324.039
250	324.039
251	324.039
252	324.004
253	324.004
254	324.004
255	324.004
256	323.85
257	323.85
258	323.85
259	323.85
260	323.882
261	323.883
262	323.883
263	323.883
264	323.928
265	323.929
266	323.929
267	323.929
268	323.979
269	323.979
270	323.979
271	323.98
272	324.031
273	324.031
274	324.031
275	324.032
276	324.083
277	324.084
278	324.084
279	324.084
280	324.136
281	324.136
282	324.136
283	324.137
284	324.189
285	324.189
286	324.189
287	324.189
288	324.242
289	324.242
290	324.242
291	324.243
292	324.297
293	324.297
294	324.297
295	324.298
296	324.353
297	324.354
298	324.354
299	324.354
300	324.412
301	324.413
302	324.413
303	324.413
304	324.475
305	324.475
306	324.475
307	324.476
308	324.542
309	324.542
310	324.542
311	324.543
312	324.615
313	324.616
314	324.616
315	324.616
316	324.697
317	324.698
318	324.698
319	324.698
320	324.79
321	324.791
322	324.791
323	324.792
324	324.9
325	324.901
326	324.901
327	324.902
328	325.028
329	325.029
330	325.029
331	325.03
332	325.17
333	325.171
334	325.171
335	325.172
336	325.315
337	325.317
338	325.317
339	325.318
340	325.454
341	325.455
342	325.455
343	325.456
344	325.581
345	325.582
346	325.582
347	325.583
348	325.704
349	325.705
350	325.705
351	325.707
352	325.84
353	325.841
354	325.841
355	325.842
356	326.017
357	326.019
358	326.019
359	326.021
360	326.297
361	326.299
362	326.299
363	326.304
364	326.812
365	326.817
366	326.817
367	326.826
368	327.86
369	327.869
370	327.869
371	327.876
372	328.727
373	328.734
374	328.734
375	328.737
376	329.021
377	329.023
378	329.023
379	329.022
380	328.873
381	328.872
382	328.872
383	328.865
384	328.121
385	328.115
386	328.115
387	328.114
388	328.031
389	328.03
390	328.03
391	328.034
392	328.476
393	328.48
394	328.48
395	328.49
396	329.663
397	329.673
398	329.673
399	329.696
400	332.295
401	332.318
402	332.318
403	332.367
404	338.075
405	338.124
406	338.124
407	338.155
408	341.713
409	341.744
410	341.744
411	341.757
412	343.27
413	343.283
414	343.283
415	343.287
416	343.756
417	343.76
418	343.76
419	343.758
420	343.517
421	343.515
422	343.515
423	343.505
424	342.458
425	342.448
426	342.448
427	342.427
428	339.98
429	339.959
430	339.959
431	339.913
432	334.56
433	334.514
434	334.514
435	334.473
436	329.816
437	329.775
438	329.775
439	329.756
440	327.526
441	327.506
442	327.506
443	327.496
444	326.368
445	326.358
446	326.358
447	326.353
448	325.737
449	325.732
450	325.732
451	325.729
452	325.36
453	325.357
454	325.357
455	325.355
456	325.111
457	325.109
458	325.109
459	325.108
460	324.932
461	324.93
462	324.93
463	324.929
464	324.793
465	324.792
466	324.792
467	324.791
468	324.679
469	324.678
470	324.678
471	324.677
472	324.581
473	324.58
474	324.58
475	324.579
476	324.495
477	324.494
478	324.494
479	324.493
480	324.416
481	324.416
482	324.416
483	324.415
484	324.344
485	324.343
486	324.343
487	324.343
488	324.276
489	324.275
490	324.275
491	324.275
492	324.211
493	324.21
494	324.21
495	324.21
496	324.149
497	324.149
498	324.149
499	324.148
500	324.091
501	324.09
502	324.09
503	324.09
504	324.04
505	324.039
506	324.039
507	324.039
508	324.004
509	324.004
510	324.004
511	324.004
512	323.85
513	323.85
514	323.85
515	323.85
516	323.882
517	323.883
518	323.883
519	323.883
520	323.928
521	323.929
522	323.929
523	323.929
524	323.979
525	323.979
526	323.979
527	323.98
528	324.031
529	324.031
530	324.031
531	324.032
532	324.083
533	324.084
534	324.084
535	324.084
536	324.136
537	324.136
538	324.136
539	324.137
540	324.189
541	324.189
